Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
1000 BLOCK OF SE WOODWARD ST,23-2097,Property,Hosford-Abernethy,12/30/2022,1415,Motor Vehicle Theft,Motor Vehicle Theft,45.502156597,-122.655188593,7649593,676543,1/3/2023,1
1000 BLOCK OF SW 4TH AVE,23-902222,Property,Downtown,1/24/2023,0915,Larceny Offenses,Theft From Motor Vehicle,45.516209721,-122.677881220,7643915,681821,1/24/2023,1
1000 BLOCK OF SW 6TH AVE,23-30432,Person,Downtown,2/2/2023,0923,Assault Offenses,Intimidation,45.516727375,-122.679809496,7643426,682023,2/2/2023,1
1000 BLOCK OF SW 6TH AVE,23-902139,Property,Downtown,1/9/2023,1728,Vandalism,Vandalism,45.516727375,-122.679809496,7643426,682023,1/23/2023,1
1000 BLOCK OF SW 10TH AVE,23-1309,Property,Downtown,1/2/2023,1049,Burglary,Burglary,45.517693157,-122.683421511,7642510,682400,1/2/2023,1
1000 BLOCK OF SW 10TH AVE,23-4914,Property,Downtown,1/6/2023,0424,Burglary,Burglary,45.517693157,-122.683421511,7642510,682400,1/6/2023,1
1000 BLOCK OF SW BROADWAY,23-52871,Property,Downtown,2/21/2023,1000,Motor Vehicle Theft,Motor Vehicle Theft,45.516998900,-122.680826822,7643168,682129,2/27/2023,1
1000 BLOCK OF SW BROADWAY,23-900680,Property,Downtown,1/8/2023,2040,Larceny Offenses,Theft From Motor Vehicle,45.516998900,-122.680826822,7643168,682129,1/10/2023,1
1000 BLOCK OF SW BROADWAY,23-904608,Property,Downtown,2/14/2023,1843,Vandalism,Vandalism,45.516998900,-122.680826822,7643168,682129,2/15/2023,1
1000 BLOCK OF SW GAINES ST,23-48442,Property,Homestead,2/20/2023,1000,Motor Vehicle Theft,Motor Vehicle Theft,45.496894241,-122.690861697,7640398,674871,2/21/2023,1
1000 BLOCK OF SW JEFFERSON ST,23-38707,Property,Downtown,2/11/2023,0749,Robbery,Robbery,45.516108528,-122.684800665,7642141,681832,2/11/2023,1
1000 BLOCK OF SW JEFFERSON ST,23-39038,Property,Downtown,2/11/2023,1550,Robbery,Robbery,45.516108528,-122.684800665,7642141,681832,2/11/2023,1
1000 BLOCK OF SW JEFFERSON ST,23-900994,Property,Downtown,1/15/2023,0500,Larceny Offenses,Theft From Motor Vehicle,45.516108528,-122.684800665,7642141,681832,1/15/2023,1
1000 BLOCK OF SW JEFFERSON ST,23-903330,Property,Downtown,2/2/2023,2200,Larceny Offenses,Theft From Motor Vehicle,45.516108528,-122.684800665,7642141,681832,2/6/2023,1
1000 BLOCK OF SW MITCHELL AVE,23-903150,Property,,1/31/2023,0800,Fraud Offenses,Credit Card/ATM Fraud,45.534195706,-122.402058278,7714748,686592,2/5/2023,1
1000 BLOCK OF SW MORRISON ST,23-16289,Property,Downtown,1/17/2023,0750,Burglary,Burglary,45.520106128,-122.682632234,7642736,683274,1/18/2023,1
1000 BLOCK OF SW MORRISON ST,23-25166,Property,Downtown,1/27/2023,1357,Vandalism,Vandalism,45.520106128,-122.682632234,7642736,683274,1/27/2023,1
1000 BLOCK OF SW MORRISON ST,23-48917,Property,Downtown,2/22/2023,0958,Burglary,Burglary,45.520106128,-122.682632234,7642736,683274,2/22/2023,1
1000 BLOCK OF SW MORRISON ST,23-48987,Property,Downtown,2/22/2023,1118,Vandalism,Vandalism,45.520106128,-122.682632234,7642736,683274,2/22/2023,1
1000 BLOCK OF SW PARK AVE,23-902665,Property,Downtown,1/26/2023,0320,Burglary,Burglary,45.517423879,-122.682431565,7642761,682295,1/30/2023,1
1000 BLOCK OF SW PARK AVE,23-903613,Property,Downtown,2/8/2023,0705,Larceny Offenses,Theft From Motor Vehicle,45.517423879,-122.682431565,7642761,682295,2/8/2023,1
1000 BLOCK OF SW SALMON ST,23-11812,Property,Downtown,1/13/2023,1011,Burglary,Burglary,45.518099146,-122.683714221,7642439,682550,1/13/2023,1
1000 BLOCK OF SW VISTA AVE,23-7286,Property,Goose Hollow,1/8/2023,1715,Larceny Offenses,Theft From Motor Vehicle,45.520943566,-122.698143756,7638770,683687,1/8/2023,1
1000 BLOCK OF SW VISTA AVE,23-22494,Property,Goose Hollow,1/23/2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.520943566,-122.698143756,7638770,683687,1/24/2023,1
1000 BLOCK OF SW VISTA AVE,23-35179,Property,Goose Hollow,2/6/2023,2300,Larceny Offenses,Theft From Motor Vehicle,45.520943566,-122.698143756,7638770,683687,2/7/2023,1
1000 BLOCK OF SW VISTA AVE,23-900003,Property,Goose Hollow,12/26/2022,2040,Vandalism,Vandalism,45.520943566,-122.698143756,7638770,683687,1/1/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-7028,Property,Downtown,1/7/2023,1900,Larceny Offenses,Theft From Motor Vehicle,45.521439541,-122.681910691,7642934,683755,1/8/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-7028,Property,Downtown,1/7/2023,1900,Vandalism,Vandalism,45.521439541,-122.681910691,7642934,683755,1/8/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-14474,Property,Downtown,1/15/2023,1700,Vandalism,Vandalism,45.521439541,-122.681910691,7642934,683755,1/16/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-14625,Property,Downtown,1/16/2023,0000,Larceny Offenses,Theft From Motor Vehicle,45.521439541,-122.681910691,7642934,683755,1/16/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-14625,Property,Downtown,1/16/2023,0000,Vandalism,Vandalism,45.521439541,-122.681910691,7642934,683755,1/16/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-900726,Property,Downtown,1/9/2023,1900,Larceny Offenses,Theft From Motor Vehicle,45.521439541,-122.681910691,7642934,683755,1/10/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-901168,Property,Downtown,1/14/2023,2345,Larceny Offenses,Theft From Motor Vehicle,45.521439541,-122.681910691,7642934,683755,1/15/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-901179,Property,Downtown,1/15/2023,0535,Larceny Offenses,Theft From Motor Vehicle,45.521439541,-122.681910691,7642934,683755,1/15/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-901183,Property,Downtown,1/14/2023,2100,Larceny Offenses,Theft From Motor Vehicle,45.521439541,-122.681910691,7642934,683755,1/15/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-901284,Property,Downtown,12/13/2022,2010,Larceny Offenses,Theft From Motor Vehicle,45.521439541,-122.681910691,7642934,683755,1/16/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-901297,Property,Downtown,1/10/2023,2020,Larceny Offenses,Theft From Motor Vehicle,45.521519939,-122.681866945,7642946,683784,1/14/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-901523,Property,Downtown,1/16/2023,2120,Larceny Offenses,Theft From Motor Vehicle,45.521439541,-122.681910691,7642934,683755,1/17/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-902463,Property,Downtown,1/28/2023,0100,Larceny Offenses,Theft From Motor Vehicle,45.521439541,-122.681910691,7642934,683755,1/29/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-903191,Property,Downtown,2/5/2023,0100,Vandalism,Vandalism,45.521439541,-122.681910691,7642934,683755,2/5/2023,1
1000 BLOCK OF SW WASHINGTON ST,23-903268,Property,Downtown,2/17/2023,1030,Larceny Offenses,Theft From Motor Vehicle,45.521439541,-122.681910691,7642934,683755,2/17/2023,1
1000 BLOCK OF W BURNSIDE ST,23-3134,Property,Pearl,1/4/2023,1047,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,7643061,684328,1/4/2023,1
1000 BLOCK OF W BURNSIDE ST,23-5053,Property,Pearl,1/6/2023,0841,Burglary,Burglary,45.523019926,-122.681475726,7643061,684328,1/6/2023,1
1000 BLOCK OF W BURNSIDE ST,23-20266,Property,Pearl,1/22/2023,1235,Burglary,Burglary,45.523019926,-122.681475726,7643061,684328,1/22/2023,1
1000 BLOCK OF W BURNSIDE ST,23-37778,Property,Pearl,2/10/2023,0720,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,7643061,684328,2/10/2023,1
1000 BLOCK OF W BURNSIDE ST,23-900197,Property,Pearl,12/23/2022,1435,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,7643061,684328,1/3/2023,1
1000 BLOCK OF W BURNSIDE ST,23-900704,Property,Downtown,12/30/2022,1230,Larceny Offenses,All Other Larceny,45.522925381,-122.681975597,7642932,684297,1/9/2023,1
1000 BLOCK OF W BURNSIDE ST,23-900938,Property,Pearl,1/11/2023,1928,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,7643061,684328,1/12/2023,1
1000 BLOCK OF W BURNSIDE ST,23-901583,Property,Pearl,1/19/2023,0930,Larceny Offenses,Theft From Motor Vehicle,45.523019926,-122.681475726,7643061,684328,1/19/2023,1
1000 BLOCK OF W BURNSIDE ST,23-902047,Property,Pearl,1/20/2023,1903,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,7643061,684328,1/27/2023,1
1000 BLOCK OF W BURNSIDE ST,23-902161,Property,Pearl,1/21/2023,1249,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,7643061,684328,1/25/2023,1
1000 BLOCK OF W BURNSIDE ST,23-902635,Property,Pearl,2/12/2023,1803,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,7643061,684328,2/13/2023,1
1000 BLOCK OF W BURNSIDE ST,23-902636,Property,Pearl,2/1/2023,1200,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,7643061,684328,2/13/2023,1
1000 BLOCK OF W BURNSIDE ST,23-902670,Property,Pearl,1/26/2023,1505,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,7643061,684328,1/30/2023,1
1000 BLOCK OF W BURNSIDE ST,23-903174,Property,Pearl,1/29/2023,1819,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,7643061,684328,2/5/2023,1
1000 BLOCK OF W BURNSIDE ST,23-903920,Property,Pearl,2/18/2023,1054,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,7643061,684328,2/21/2023,1
1000 BLOCK OF W BURNSIDE ST,23-904264,Property,Pearl,2/10/2023,1801,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,7643061,684328,2/12/2023,1
1100 BLOCK OF N ANCHOR WAY,23-1017,Property,Bridgeton,12/26/2022,1300,Burglary,Burglary,45.604429239,-122.678580846,7644603,713980,1/2/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-18754,Person,East Columbia,1/20/2023,1813,Assault Offenses,Intimidation,45.595511596,-122.678629039,7644503,710730,1/20/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-19806,Property,East Columbia,1/21/2023,2142,Larceny Offenses,Shoplifting,45.595511596,-122.678629039,7644503,710730,1/21/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-21036,Person,East Columbia,1/23/2023,0918,Assault Offenses,Intimidation,45.595491955,-122.678507132,7644534,710722,1/23/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-28017,Property,East Columbia,1/30/2023,1642,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,1/30/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-41077,Property,East Columbia,2/13/2023,1930,Motor Vehicle Theft,Motor Vehicle Theft,45.592992068,-122.679110616,7644355,709815,2/13/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-800269,Property,East Columbia,3/25/2022,1200,Larceny Offenses,All Other Larceny,45.592992068,-122.679110616,7644355,709815,1/20/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-900712,Property,East Columbia,1/1/2023,1320,Larceny Offenses,Shoplifting,45.592992068,-122.679110616,7644355,709815,1/10/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-900713,Property,East Columbia,1/4/2023,0620,Larceny Offenses,Shoplifting,45.592992068,-122.679110616,7644355,709815,1/10/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-900932,Property,East Columbia,1/12/2023,1750,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,1/12/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-900961,Property,East Columbia,12/23/2022,0545,Vandalism,Vandalism,45.595491955,-122.678507132,7644534,710722,1/12/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-901233,Property,East Columbia,1/16/2023,1030,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,1/16/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-901645,Property,East Columbia,1/22/2023,1841,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,1/22/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-902192,Property,East Columbia,1/16/2023,1230,Larceny Offenses,Shoplifting,45.592992068,-122.679110616,7644355,709815,1/28/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-902486,Property,East Columbia,1/31/2023,1720,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,2/1/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-902536,Property,East Columbia,2/8/2023,1757,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,2/9/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-902631,Property,East Columbia,1/12/2023,1750,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,1/30/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-902652,Property,East Columbia,1/30/2023,1405,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,1/30/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-902653,Property,East Columbia,1/30/2023,1009,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,1/30/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-902812,Property,East Columbia,1/31/2023,1145,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,2/1/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-903001,Property,East Columbia,12/27/2022,1001,Larceny Offenses,Shoplifting,45.592992068,-122.679110616,7644355,709815,2/14/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-903272,Property,East Columbia,1/12/2023,0620,Larceny Offenses,Shoplifting,45.592992068,-122.679110616,7644355,709815,2/17/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-903275,Property,East Columbia,1/21/2023,0626,Larceny Offenses,Shoplifting,45.592992068,-122.679110616,7644355,709815,2/17/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-903358,Property,East Columbia,2/3/2023,2001,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,2/6/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-903362,Property,East Columbia,2/1/2023,2022,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,2/6/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-903483,Property,East Columbia,2/6/2023,1630,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,2/8/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-903759,Property,East Columbia,2/24/2023,1500,Larceny Offenses,Theft From Motor Vehicle,45.595491955,-122.678507132,7644534,710722,2/28/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-904021,Property,East Columbia,2/9/2023,1100,Larceny Offenses,Theft From Building,45.593490362,-122.678731150,7644457,709994,2/27/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-904357,Property,East Columbia,2/12/2023,1153,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,2/12/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-904400,Property,East Columbia,2/12/2023,1153,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,2/13/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-904562,Property,East Columbia,1/4/2023,0813,Larceny Offenses,Shoplifting,45.592992068,-122.679110616,7644355,709815,2/14/2023,1
1100 BLOCK OF N HAYDEN MEADOWS DR,23-904613,Property,East Columbia,2/15/2023,1424,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,7644510,710295,2/15/2023,1
1100 BLOCK OF N MARINE DR,23-900907,Property,Bridgeton,1/11/2023,1500,Vandalism,Vandalism,45.603298654,-122.678447503,7644626,713567,1/12/2023,1
1100 BLOCK OF N SCHMEER RD,23-8952,Property,East Columbia,1/6/2023,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.589572225,-122.678889329,7644378,708567,1/10/2023,1
1100 BLOCK OF N SCHMEER RD,23-42619,Property,East Columbia,2/14/2023,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.589572225,-122.678889329,7644378,708567,2/15/2023,1
1100 BLOCK OF N SCHMEER RD,23-903680,Property,East Columbia,2/8/2023,1900,Larceny Offenses,All Other Larceny,45.589572225,-122.678889329,7644378,708567,2/10/2023,1
1100 BLOCK OF NE 9TH AVE,23-17739,Property,Lloyd,1/18/2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.531135074,-122.656651764,7649500,687115,1/19/2023,1
1100 BLOCK OF NE 9TH AVE,23-902236,Property,Lloyd,3/24/2022,1025,Fraud Offenses,Identity Theft,45.531135074,-122.656651764,7649500,687115,1/25/2023,1
1100 BLOCK OF NE 60TH AVE,23-902264,Property,Rose City Park,1/20/2023,1600,Larceny Offenses,All Other Larceny,45.531319879,-122.602257619,7663436,686815,1/25/2023,1
1100 BLOCK OF NE 63RD AVE,23-10637,Property,Rose City Park,1/12/2023,0354,Burglary,Burglary,45.531392983,-122.599008618,7664269,686820,1/12/2023,1
1100 BLOCK OF NE 82ND AVE,23-16751,Property,Montavilla,1/6/2023,1330,Motor Vehicle Theft,Motor Vehicle Theft,45.531271525,-122.578974816,7669400,686643,1/18/2023,1
1100 BLOCK OF NE 99TH AVE,23-3036,Person,Hazelwood,1/4/2023,0907,Assault Offenses,Aggravated Assault,45.530904206,-122.562359608,7673653,686400,1/4/2023,2
1100 BLOCK OF NE 99TH AVE,23-16354,Property,Hazelwood,1/18/2023,0819,Vandalism,Vandalism,45.530904206,-122.562359608,7673653,686400,1/18/2023,1
1100 BLOCK OF NE 99TH AVE,23-19158,Person,Hazelwood,1/21/2023,0503,Assault Offenses,Aggravated Assault,45.530904206,-122.562359608,7673653,686400,1/21/2023,1
1100 BLOCK OF NE 99TH AVE,23-23344,Property,Hazelwood,1/25/2023,1419,Larceny Offenses,Theft From Motor Vehicle,45.530904206,-122.562359608,7673653,686400,1/25/2023,1
1100 BLOCK OF NE 99TH AVE,23-23344,Property,Hazelwood,1/25/2023,1419,Vandalism,Vandalism,45.530904206,-122.562359608,7673653,686400,1/25/2023,1
1100 BLOCK OF NE 99TH AVE,23-25770,Person,Hazelwood,1/28/2023,0658,Assault Offenses,Aggravated Assault,45.530904206,-122.562359608,7673653,686400,1/28/2023,1
1100 BLOCK OF NE 99TH AVE,23-35779,Property,Hazelwood,2/8/2023,0337,Vandalism,Vandalism,45.530904206,-122.562359608,7673653,686400,2/8/2023,1
1100 BLOCK OF NE 99TH AVE,23-40067,Person,Hazelwood,2/12/2023,1803,Assault Offenses,Aggravated Assault,45.530904206,-122.562359608,7673653,686400,2/12/2023,1
1100 BLOCK OF NE 99TH AVE,23-900667,Property,Hazelwood,1/9/2023,1225,Vandalism,Vandalism,45.530904206,-122.562359608,7673653,686400,1/9/2023,1
1100 BLOCK OF NE 99TH AVE,23-902692,Property,Hazelwood,1/31/2023,0531,Vandalism,Vandalism,45.530904206,-122.562359608,7673653,686400,2/1/2023,1
1100 BLOCK OF NE 102ND AVE,23-17438,Property,Hazelwood,1/19/2023,1243,Embezzlement,Embezzlement,45.530955058,-122.558145642,7674733,686391,1/19/2023,1
1100 BLOCK OF NE 102ND AVE,23-20034,Property,Hazelwood,1/22/2023,0554,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.530955058,-122.558145642,7674733,686391,1/22/2023,1
1100 BLOCK OF NE 102ND AVE,23-21531,Property,Hazelwood,1/23/2023,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.530955058,-122.558145642,7674733,686391,1/23/2023,1
1100 BLOCK OF NE 102ND AVE,23-23386,Property,Hazelwood,1/25/2023,1432,Larceny Offenses,Theft From Motor Vehicle,45.530955058,-122.558145642,7674733,686391,1/25/2023,1
1100 BLOCK OF NE 102ND AVE,23-23981,Person,Hazelwood,1/26/2023,0750,Assault Offenses,Simple Assault,45.530955058,-122.558145642,7674733,686391,1/26/2023,3
1100 BLOCK OF NE 102ND AVE,23-25031,Property,Hazelwood,1/23/2023,1630,Larceny Offenses,Theft From Motor Vehicle,45.530955058,-122.558145642,7674733,686391,1/27/2023,1
1100 BLOCK OF NE 102ND AVE,23-28944,Property,Hazelwood,1/31/2023,1400,Motor Vehicle Theft,Motor Vehicle Theft,45.530955058,-122.558145642,7674733,686391,1/31/2023,1
1100 BLOCK OF NE 102ND AVE,23-34196,Property,Hazelwood,2/6/2023,1201,Robbery,Robbery,45.530955058,-122.558145642,7674733,686391,2/6/2023,1
1100 BLOCK OF NE 102ND AVE,23-34234,Property,Hazelwood,2/6/2023,1233,Burglary,Burglary,45.530955058,-122.558145642,7674733,686391,2/6/2023,1
1100 BLOCK OF NE 102ND AVE,23-34460,Property,Hazelwood,2/6/2023,1300,Larceny Offenses,Shoplifting,45.530955058,-122.558145642,7674733,686391,2/6/2023,1
1100 BLOCK OF NE 102ND AVE,23-39123,Property,Hazelwood,2/11/2023,1724,Vandalism,Vandalism,45.530955058,-122.558145642,7674733,686391,2/11/2023,1
1100 BLOCK OF NE 102ND AVE,23-49729,Property,Hazelwood,2/22/2023,0800,Vandalism,Vandalism,45.530955058,-122.558145642,7674733,686391,2/23/2023,1
1100 BLOCK OF NE 102ND AVE,23-50941,Society,Hazelwood,2/24/2023,1654,Animal Cruelty Offenses,Animal Cruelty,45.530955058,-122.558145642,7674733,686391,2/24/2023,1
1100 BLOCK OF NE 102ND AVE,23-902777,Property,Hazelwood,1/22/2023,1240,Larceny Offenses,Theft From Motor Vehicle,45.530955058,-122.558145642,7674733,686391,2/2/2023,1
1100 BLOCK OF NE BROADWAY,23-12736,Property,Lloyd,1/14/2023,1028,Robbery,Robbery,45.535006047,-122.654034849,7650208,688508,1/14/2023,1
1100 BLOCK OF NE BROADWAY,23-18703,Property,Lloyd,1/20/2023,1722,Larceny Offenses,Shoplifting,45.535006047,-122.654034849,7650208,688508,1/20/2023,1
1100 BLOCK OF NE BROADWAY,23-32303,Property,Lloyd,2/4/2023,1111,Robbery,Robbery,45.535006047,-122.654034849,7650208,688508,2/4/2023,1
1100 BLOCK OF NE BROADWAY,23-38887,Property,Lloyd,2/11/2023,1225,Robbery,Robbery,45.535006047,-122.654034849,7650208,688508,2/11/2023,1
1100 BLOCK OF NE BROADWAY,23-48290,Property,Lloyd,2/20/2023,0830,Larceny Offenses,Theft From Building,45.535006047,-122.654034849,7650208,688508,2/21/2023,1
1100 BLOCK OF NE BROADWAY,23-51757,Property,Lloyd,2/25/2023,1840,Motor Vehicle Theft,Motor Vehicle Theft,45.535006047,-122.654034849,7650208,688508,2/25/2023,1
1100 BLOCK OF NE BROADWAY,23-900745,Property,Lloyd,1/9/2023,1130,Larceny Offenses,All Other Larceny,45.535006047,-122.654034849,7650208,688508,1/10/2023,1
1100 BLOCK OF NE EMERSON ST,23-900515,Property,Vernon,1/1/2023,0318,Larceny Offenses,All Other Larceny,45.561852427,-122.653597198,7650581,698290,1/6/2023,1
1100 BLOCK OF NE FLANDERS ST,23-901625,Property,Kerns,1/19/2023,1700,Vandalism,Vandalism,45.525805470,-122.654095626,7650103,685155,1/20/2023,1
1100 BLOCK OF NE FREMONT ST,23-901790,Property,Sabin,1/7/2023,1310,Vandalism,Vandalism,45.548292070,-122.654109589,7650318,693351,1/21/2023,1
1100 BLOCK OF NE HALSEY ST,23-900279,Property,Lloyd,1/3/2023,2000,Larceny Offenses,Theft From Motor Vehicle,45.533566183,-122.654151982,7650164,687984,1/3/2023,1
1100 BLOCK OF NE WEBSTER ST,23-900998,Property,King,1/13/2023,0600,Larceny Offenses,Theft From Motor Vehicle,45.560053966,-122.654110879,7650432,697638,1/13/2023,1
1100 BLOCK OF NE WEBSTER ST,23-901915,Property,King,1/13/2023,0500,Larceny Offenses,Theft From Motor Vehicle,45.560053966,-122.654110879,7650432,697638,1/22/2023,1
1100 BLOCK OF NW 9TH AVE,23-34977,Property,Pearl,2/6/2023,2130,Motor Vehicle Theft,Motor Vehicle Theft,45.531190751,-122.680454641,7643403,687299,2/7/2023,1
1100 BLOCK OF NW 9TH AVE,23-41674,Property,Pearl,2/14/2023,1341,Larceny Offenses,Theft From Motor Vehicle,45.531195861,-122.680329919,7643435,687300,2/14/2023,1
1100 BLOCK OF NW 9TH AVE,23-900061,Property,Pearl,1/1/2023,1745,Larceny Offenses,All Other Larceny,45.531190751,-122.680454641,7643403,687299,1/2/2023,1
1100 BLOCK OF NW 9TH AVE,23-902315,Property,Pearl,1/25/2023,1600,Larceny Offenses,All Other Larceny,45.531190751,-122.680454641,7643403,687299,1/26/2023,1
1100 BLOCK OF NW 11TH AVE,23-13930,Property,Pearl,1/15/2023,1635,Larceny Offenses,Purse-Snatching,45.531159953,-122.682366271,7642913,687301,1/15/2023,1
1100 BLOCK OF NW 12TH AVE,23-13916,Property,Pearl,1/14/2023,1200,Vandalism,Vandalism,45.531138539,-122.683493617,7642624,687301,1/15/2023,1
1100 BLOCK OF NW 12TH AVE,23-901418,Property,Pearl,1/18/2023,0632,Burglary,Burglary,45.531140911,-122.683368790,7642656,687301,1/18/2023,1
1100 BLOCK OF NW 19TH AVE,23-902763,Property,Northwest,1/31/2023,1800,Larceny Offenses,Shoplifting,45.531008476,-122.690472326,7640835,687302,2/1/2023,1
1100 BLOCK OF NW 22ND AVE,23-902250,Property,Northwest,1/25/2023,1905,Vandalism,Vandalism,45.530897808,-122.696557822,7639275,687304,1/25/2023,1
1100 BLOCK OF NW 25TH AVE,23-26088,Property,Northwest,1/28/2023,0930,Larceny Offenses,Theft From Motor Vehicle,45.530784824,-122.702604180,7637725,687305,1/28/2023,1
1100 BLOCK OF NW 25TH AVE,23-26088,Property,Northwest,1/28/2023,0930,Vandalism,Vandalism,45.530784824,-122.702604180,7637725,687305,1/28/2023,1
1100 BLOCK OF NW 26TH AVE,23-902651,Property,Northwest,1/29/2023,0830,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.530749718,-122.704578090,7637219,687306,1/31/2023,1
1100 BLOCK OF NW COUCH ST,23-5104,Property,Pearl,12/31/2022,0038,Vandalism,Vandalism,45.523623178,-122.682650342,7642766,684556,1/6/2023,1
1100 BLOCK OF NW DAVIS ST,23-900023,Property,Pearl,1/1/2023,1055,Larceny Offenses,Theft From Motor Vehicle,45.524421005,-122.682681013,7642766,684847,1/1/2023,1
1100 BLOCK OF NW DAVIS ST,23-900582,Property,Pearl,1/7/2023,1150,Larceny Offenses,Shoplifting,45.524333271,-122.682677641,7642766,684815,1/7/2023,1
1100 BLOCK OF NW DAVIS ST,23-900856,Property,Pearl,1/11/2023,0000,Vandalism,Vandalism,45.524421005,-122.682681013,7642766,684847,1/11/2023,1
1100 BLOCK OF NW DAVIS ST,23-902013,Property,Pearl,1/28/2023,1820,Burglary,Burglary,45.524333271,-122.682677641,7642766,684815,1/29/2023,1
