Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
4000 BLOCK OF NE 42ND AVE,23-53646,Property,Beaumont-Wilshire,2/28/2023,0306,Burglary,Burglary,45.552550106,-122.620316266,7659013,694674,2/28/2023,1
4000 BLOCK OF NE 42ND AVE,23-900829,Property,Beaumont-Wilshire,1/11/2023,1219,Larceny Offenses,All Other Larceny,45.552550106,-122.620316266,7659013,694674,1/11/2023,1
4000 BLOCK OF NE 125TH PL,23-51310,Property,Argay,2/24/2023,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.552160891,-122.534664838,7680943,693968,2/25/2023,1
4000 BLOCK OF NE 130TH PL,23-901905,Property,Argay,1/22/2023,0630,Vandalism,Vandalism,45.552303249,-122.529870740,7682172,693989,1/22/2023,1
4000 BLOCK OF NE 135TH AVE,23-28287,Property,Argay,1/30/2023,2100,Burglary,Burglary,45.553067774,-122.524009330,7683680,694230,1/30/2023,1
4000 BLOCK OF NE 158TH AVE,23-6749,Property,Wilkes,1/8/2023,0105,Vandalism,Vandalism,45.552020271,-122.500151954,7689780,693696,1/8/2023,1
4000 BLOCK OF NE 158TH AVE,23-6790,Property,Wilkes,1/8/2023,0213,Vandalism,Vandalism,45.552020271,-122.500151954,7689780,693696,1/8/2023,1
4000 BLOCK OF NE ALBERTA CT,23-900525,Property,Concordia,1/6/2023,0700,Vandalism,Vandalism,45.558317550,-122.621929946,7658655,696787,1/6/2023,1
4000 BLOCK OF NE CULLY BLVD,23-53525,Person,Cully,2/27/2023,2309,Assault Offenses,Aggravated Assault,45.552160989,-122.603713058,7663261,694421,2/27/2023,1
4000 BLOCK OF NE HALSEY ST,23-12031,Property,Hollywood,1/13/2023,1500,Larceny Offenses,All Other Larceny,45.533720100,-122.621689764,7658481,687820,1/13/2023,1
4000 BLOCK OF NE HALSEY ST,23-47126,Property,Hollywood,2/19/2023,1200,Larceny Offenses,Shoplifting,45.533720100,-122.621689764,7658481,687820,2/20/2023,1
4000 BLOCK OF NE HALSEY ST,23-901481,Property,Hollywood,12/27/2022,1648,Larceny Offenses,Shoplifting,45.533720100,-122.621689764,7658481,687820,1/18/2023,1
4000 BLOCK OF NE HALSEY ST,23-901483,Property,Hollywood,12/31/2022,1814,Larceny Offenses,Shoplifting,45.533720100,-122.621689764,7658481,687820,1/18/2023,1
4000 BLOCK OF NE HALSEY ST,23-901491,Property,Hollywood,12/29/2022,1150,Larceny Offenses,Shoplifting,45.533720100,-122.621689764,7658481,687820,1/18/2023,1
4000 BLOCK OF NE HALSEY ST,23-901511,Property,Hollywood,12/31/2022,1814,Larceny Offenses,Shoplifting,45.533720100,-122.621689764,7658481,687820,1/18/2023,1
4000 BLOCK OF NE HALSEY ST,23-901888,Property,Hollywood,10/17/2022,1740,Larceny Offenses,Shoplifting,45.533720100,-122.621689764,7658481,687820,1/25/2023,1
4000 BLOCK OF NE HALSEY ST,23-903167,Property,Hollywood,1/5/2023,1455,Larceny Offenses,All Other Larceny,45.533720100,-122.621689764,7658481,687820,2/5/2023,1
4000 BLOCK OF NE HALSEY ST,23-903287,Property,Hollywood,2/17/2023,1140,Larceny Offenses,Shoplifting,45.533720100,-122.621689764,7658481,687820,2/17/2023,1
4000 BLOCK OF NE LOMBARD ST,23-17440,Property,Concordia,12/25/2022,1213,Motor Vehicle Theft,Motor Vehicle Theft,45.570722767,-122.621850971,7658794,701308,1/19/2023,1
4000 BLOCK OF NE RODNEY AVE,23-19142,Property,King,1/20/2023,2230,Motor Vehicle Theft,Motor Vehicle Theft,45.552690357,-122.664613480,7647671,695026,1/21/2023,1
4000 BLOCK OF NE RODNEY AVE,23-50213,Property,Boise,2/22/2023,2200,Larceny Offenses,Theft From Motor Vehicle,45.552690747,-122.664738460,7647639,695027,2/23/2023,1
4000 BLOCK OF NE RODNEY AVE,23-50213,Property,Boise,2/22/2023,2200,Vandalism,Vandalism,45.552690747,-122.664738460,7647639,695027,2/23/2023,1
4000 BLOCK OF NE SANDY BLVD,23-8626,Property,Hollywood,1/10/2023,0638,Burglary,Burglary,45.535432806,-122.621652277,7658507,688444,1/10/2023,1
4000 BLOCK OF NE SANDY BLVD,23-903443,Property,Hollywood,2/1/2023,1425,Vandalism,Vandalism,45.535432806,-122.621652277,7658507,688444,2/7/2023,1
4000 BLOCK OF NW SKYLINE BLVD,23-18531,Property,Forest Park,1/19/2023,2245,Vandalism,Vandalism,45.552459449,-122.774766861,7619462,695717,1/20/2023,1
4000 BLOCK OF NW THURMAN ST,23-22562,Property,Forest Park,1/24/2023,1715,Larceny Offenses,Theft From Motor Vehicle,45.539702806,-122.724349870,7632244,690708,1/24/2023,1
4000 BLOCK OF NW THURMAN ST,23-42730,Property,Forest Park,2/15/2023,1200,Larceny Offenses,Theft From Motor Vehicle,45.539702806,-122.724349870,7632244,690708,2/15/2023,1
4000 BLOCK OF S CORBETT AVE,23-902717,Property,South Portland,12/3/2022,1952,Counterfeiting/Forgery,Counterfeiting/Forgery,45.494096210,-122.675968408,7644188,673748,1/31/2023,1
4000 BLOCK OF SE 14TH AVE,23-21111,Property,Brooklyn,12/22/2022,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.493668871,-122.651320494,7650502,673423,1/23/2023,1
4000 BLOCK OF SE 17TH AVE,23-903376,Property,Brooklyn,1/25/2023,1530,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.493671029,-122.648273831,7651283,673403,2/2/2023,1
4000 BLOCK OF SE 63RD AVE,23-40716,Property,Foster-Powell,2/13/2023,1244,Burglary,Burglary,45.493483698,-122.598454423,7664052,672999,2/13/2023,1
4000 BLOCK OF SE 65TH AVE,23-13672,Property,Foster-Powell,1/15/2023,0710,Larceny Offenses,Theft From Motor Vehicle,45.493474608,-122.596398259,7664579,672982,1/15/2023,1
4000 BLOCK OF SE 65TH AVE,23-13672,Property,Foster-Powell,1/15/2023,0710,Vandalism,Vandalism,45.493474608,-122.596398259,7664579,672982,1/15/2023,1
4000 BLOCK OF SE 74TH AVE,23-900884,Property,Foster-Powell,1/9/2023,2101,Larceny Offenses,Theft From Motor Vehicle,45.493481235,-122.586844965,7667028,672921,1/11/2023,1
4000 BLOCK OF SE 74TH AVE,23-903500,Property,Foster-Powell,2/25/2023,1705,Larceny Offenses,All Other Larceny,45.493481710,-122.586969815,7666996,672922,2/25/2023,1
4000 BLOCK OF SE 79TH AVE,23-904370,Property,Foster-Powell,2/11/2023,0035,Vandalism,Vandalism,45.493335718,-122.582618763,7668110,672840,2/12/2023,1
4000 BLOCK OF SE 82ND AVE,23-51660,Property,Lents,2/25/2023,1100,Motor Vehicle Theft,Motor Vehicle Theft,45.493096594,-122.578705140,7669111,672727,2/25/2023,1
4000 BLOCK OF SE 82ND AVE,23-52529,Property,Lents,2/26/2003,1930,Vandalism,Vandalism,45.493096594,-122.578705140,7669111,672727,2/26/2023,1
4000 BLOCK OF SE 82ND AVE,23-900696,Property,Lents,1/5/2023,1900,Larceny Offenses,Theft From Motor Vehicle,45.493096594,-122.578705140,7669111,672727,1/9/2023,1
4000 BLOCK OF SE 82ND AVE,23-902228,Property,Lents,1/24/2023,2220,Motor Vehicle Theft,Motor Vehicle Theft,45.493096594,-122.578705140,7669111,672727,1/24/2023,1
4000 BLOCK OF SE 92ND AVE,23-697,Property,Lents,1/1/2023,1320,Burglary,Burglary,45.492821091,-122.568587756,7671702,672560,1/1/2023,1
4000 BLOCK OF SE 92ND AVE,23-9905,Property,Lents,1/10/2023,1800,Burglary,Burglary,45.492820596,-122.568462908,7671734,672559,1/11/2023,1
4000 BLOCK OF SE 125TH PL,23-903529,Property,Powellhurst-Gilbert,2/8/2023,1409,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.492987036,-122.534726080,7680384,672400,2/8/2023,1
4000 BLOCK OF SE 129TH AVE,23-53746,Property,Powellhurst-Gilbert,2/27/2023,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.492938038,-122.531139411,7681303,672359,2/28/2023,1
4000 BLOCK OF SE 132ND AVE,23-15415,Property,Powellhurst-Gilbert,1/17/2023,0000,Larceny Offenses,Theft From Motor Vehicle,45.492841984,-122.527414542,7682257,672300,1/17/2023,1
4000 BLOCK OF SE 147TH AVE,23-48416,Property,Centennial,2/21/2023,1750,Motor Vehicle Theft,Motor Vehicle Theft,45.492774655,-122.512054459,7686194,672177,2/21/2023,1
4000 BLOCK OF SE 174TH AVE,23-19388,Property,Centennial,1/20/2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.493117980,-122.484596788,7693236,672128,1/21/2023,1
4000 BLOCK OF SE 174TH AVE,23-20846,Property,Centennial,1/23/2023,0229,Vandalism,Vandalism,45.493301752,-122.484599307,7693237,672195,1/23/2023,1
4000 BLOCK OF SE CESAR E CHAVEZ BLVD,23-9267,Property,Creston-Kenilworth,1/10/2023,0600,Larceny Offenses,Theft From Building,45.493693432,-122.622574459,7657871,673237,1/10/2023,1
4000 BLOCK OF SE CESAR E CHAVEZ BLVD,23-18391,Property,Creston-Kenilworth,1/20/2023,0418,Vandalism,Vandalism,45.493693868,-122.622699309,7657839,673238,1/20/2023,1
4000 BLOCK OF SE CESAR E CHAVEZ BLVD,23-20275,Property,Creston-Kenilworth,1/21/2023,1127,Larceny Offenses,Shoplifting,45.493693868,-122.622699309,7657839,673238,1/22/2023,1
4000 BLOCK OF SE CESAR E CHAVEZ BLVD,23-22176,Person,Creston-Kenilworth,1/24/2023,1200,Assault Offenses,Simple Assault,45.493693432,-122.622574459,7657871,673237,1/24/2023,1
4000 BLOCK OF SE CESAR E CHAVEZ BLVD,23-25334,Property,Creston-Kenilworth,1/27/2023,1817,Larceny Offenses,All Other Larceny,45.493693432,-122.622574459,7657871,673237,1/27/2023,1
4000 BLOCK OF SE CESAR E CHAVEZ BLVD,23-25778,Property,Creston-Kenilworth,1/27/2023,2200,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.493693432,-122.622574459,7657871,673237,1/28/2023,1
4000 BLOCK OF SE CESAR E CHAVEZ BLVD,23-52909,Property,Creston-Kenilworth,2/27/2023,0233,Vandalism,Vandalism,45.493693868,-122.622699309,7657839,673238,2/27/2023,1
4000 BLOCK OF SE HAROLD ST,23-903783,Property,Woodstock,2/9/2023,2115,Vandalism,Vandalism,45.482735107,-122.621100311,7658144,669233,2/10/2023,1
4000 BLOCK OF SE HAWTHORNE BLVD,23-51530,Property,Richmond,2/25/2023,1245,Larceny Offenses,Shoplifting,45.511997950,-122.620698701,7658527,679896,2/25/2023,1
4000 BLOCK OF SE LONG ST,23-901489,Property,Woodstock,1/17/2023,0400,Vandalism,Vandalism,45.488778211,-122.620865645,7658262,671434,1/18/2023,1
4000 BLOCK OF SE TAYLOR ST,23-903129,Property,Sunnyside,2/5/2023,0950,Vandalism,Vandalism,45.515057152,-122.620844167,7658519,681012,2/5/2023,1
4000 BLOCK OF SW CANYON RD,23-47902,Person,Sylvan-Highlands,2/19/2023,2030,Assault Offenses,Simple Assault,45.508081933,-122.718510731,7633423,679142,2/21/2023,1
4000 BLOCK OF SW CANYON RD,23-900059,Property,Sylvan-Highlands,1/1/2023,2200,Vandalism,Vandalism,45.508081933,-122.718510731,7633423,679142,1/1/2023,1
4000 BLOCK OF SW CANYON RD,23-900211,Property,Sylvan-Highlands,1/2/2023,2030,Larceny Offenses,Theft From Motor Vehicle,45.508081933,-122.718510731,7633423,679142,1/2/2023,1
4000 BLOCK OF SW CANYON RD,23-900596,Property,Sylvan-Highlands,1/8/2023,1845,Vandalism,Vandalism,45.508081933,-122.718510731,7633423,679142,1/8/2023,1
4000 BLOCK OF SW CANYON RD,23-901195,Property,Sylvan-Highlands,1/15/2023,1400,Larceny Offenses,Theft From Motor Vehicle,45.508101532,-122.718632464,7633392,679150,1/15/2023,1
4000 BLOCK OF SW CANYON RD,23-903501,Property,Sylvan-Highlands,2/23/2023,2200,Vandalism,Vandalism,45.508081933,-122.718510731,7633423,679142,2/25/2023,1
4000 BLOCK OF SW CONDOR AVE,23-900909,Property,Homestead,1/10/2023,1800,Vandalism,Vandalism,45.494145558,-122.679009295,7643409,673787,1/12/2023,1
4000 BLOCK OF SW FAIRVIEW BLVD,23-900483,Property,Arlington Heights,12/30/2022,1220,Larceny Offenses,Theft From Motor Vehicle,45.514899789,-122.716677480,7633961,681614,1/5/2023,1
4000 BLOCK OF SW FAIRVIEW BLVD,23-901260,Property,Arlington Heights,1/15/2023,1430,Larceny Offenses,Theft From Motor Vehicle,45.514899789,-122.716677480,7633961,681614,1/16/2023,1
4000 BLOCK OF SW FAIRVIEW BLVD,23-901799,Property,Arlington Heights,1/21/2023,1530,Larceny Offenses,Theft From Motor Vehicle,45.514899789,-122.716677480,7633961,681614,1/21/2023,1
4000 BLOCK OF SW FAIRVIEW BLVD,23-904443,Property,Arlington Heights,2/12/2023,1535,Larceny Offenses,Theft From Motor Vehicle,45.514899789,-122.716677480,7633961,681614,2/13/2023,1
4000 BLOCK OF SW VERMONT ST,23-903356,Property,Hayhurst,2/4/2023,0400,Vandalism,Vandalism,45.476231183,-122.718304618,7633157,667532,2/6/2023,1
4100 BLOCK OF N ALASKA ST,23-49039,Person,Portsmouth,2/22/2023,1211,Assault Offenses,Simple Assault,45.587895088,-122.710425818,7636291,708175,2/22/2023,2
4100 BLOCK OF N COMMERCIAL AVE,23-903126,Property,Boise,2/5/2023,0915,Burglary,Burglary,45.553629318,-122.671272562,7645975,695414,2/5/2023,1
4100 BLOCK OF N HAIGHT AVE,23-902491,Property,Boise,2/1/2023,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.553625421,-122.670171138,7646257,695405,2/1/2023,1
4100 BLOCK OF N JUNEAU ST,23-903988,Property,Portsmouth,2/26/2023,1340,Vandalism,Vandalism,45.591392741,-122.709737592,7636502,709445,2/26/2023,1
4100 BLOCK OF N KERBY AVE,23-28661,Property,Boise,1/28/2023,1100,Larceny Offenses,Theft From Motor Vehicle,45.553633352,-122.672366181,7645695,695423,1/31/2023,1
4100 BLOCK OF N MICHIGAN AVE,23-32167,Property,Boise,2/3/2023,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.553678120,-122.676526973,7644630,695468,2/4/2023,1
4100 BLOCK OF N MISSISSIPPI AVE,23-901475,Property,Boise,1/18/2023,0702,Larceny Offenses,Shoplifting,45.553674062,-122.675581750,7644872,695460,1/18/2023,1
4100 BLOCK OF N MONTANA AVE,23-901810,Property,Overlook,1/24/2023,2100,Larceny Offenses,Theft From Motor Vehicle,45.553688482,-122.679745292,7643806,695494,1/25/2023,1
4100 BLOCK OF N WILLIAMS AVE,23-29832,Person,Boise,2/1/2023,1611,Assault Offenses,Simple Assault,45.553628479,-122.666808854,7647118,695383,2/1/2023,1
4100 BLOCK OF N WILLIAMS AVE,23-53168,Property,Boise,2/27/2023,1436,Larceny Offenses,All Other Larceny,45.553628479,-122.666808854,7647118,695383,2/27/2023,1
4100 BLOCK OF NE 30TH AVE,23-2551,Property,Alameda,1/3/2023,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.553368677,-122.634940422,7655276,695071,1/3/2023,1
4100 BLOCK OF NE 112TH AVE,23-1367,Property,Parkrose,1/1/2023,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.552474919,-122.547574270,7677640,694166,1/2/2023,1
4100 BLOCK OF NE 113TH AVE,23-970,Property,Parkrose,1/2/2023,0005,Vandalism,Vandalism,45.552668185,-122.546273066,7677975,694228,1/2/2023,1
4100 BLOCK OF NE 125TH PL,23-903757,Property,Argay,2/28/2023,0120,Vandalism,Vandalism,45.552899024,-122.534347662,7681031,694235,2/28/2023,1
4100 BLOCK OF NE 132ND AVE,23-32187,Property,Argay,2/3/2023,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.553286123,-122.528121299,7682629,694336,2/4/2023,2
4100 BLOCK OF NE BROADWAY,23-20167,Property,Hollywood,1/7/2023,0001,Motor Vehicle Theft,Motor Vehicle Theft,45.535168775,-122.620795263,7658724,688342,1/22/2023,1
4100 BLOCK OF NE COUCH ST,23-902772,Property,Laurelhurst,2/1/2023,1000,Burglary,Burglary,45.524301062,-122.619917038,7658845,684375,2/2/2023,1
4100 BLOCK OF NE EMERSON ST,23-903866,Property,Concordia,2/28/2023,1450,Vandalism,Vandalism,45.561359641,-122.620918872,7658943,697889,2/28/2023,1
4100 BLOCK OF NE HALSEY ST,23-1966,Person,Hollywood,1/3/2023,0605,Assault Offenses,Simple Assault,45.533750166,-122.621101414,7658632,687827,1/3/2023,1
4100 BLOCK OF NE HALSEY ST,23-46533,Person,Hollywood,2/19/2023,1838,Assault Offenses,Simple Assault,45.533750166,-122.621101414,7658632,687827,2/19/2023,1
4100 BLOCK OF NE HANCOCK ST,23-901739,Property,Hollywood,1/19/2023,0745,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.536470497,-122.620430074,7658830,688814,1/20/2023,1
4100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,23-24079,Property,King,1/26/2023,0046,Burglary,Burglary,45.553627235,-122.661482084,7648482,695346,1/26/2023,1
4100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,23-31308,Property,King,2/3/2023,0837,Motor Vehicle Theft,Motor Vehicle Theft,45.553627629,-122.661607066,7648450,695347,2/3/2023,1
4100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,23-52358,Property,King,2/25/2023,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.553627235,-122.661482084,7648482,695346,2/26/2023,2
4100 BLOCK OF NE RODNEY AVE,23-9718,Property,Boise,1/10/2023,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.553634542,-122.664739317,7647648,695371,1/11/2023,1
4100 BLOCK OF NE ROSELAWN ST,23-44559,Property,Concordia,2/16/2023,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.560970032,-122.620919932,7658939,697747,2/17/2023,1
4100 BLOCK OF NE SANDY BLVD,23-8504,Property,Hollywood,1/10/2023,0045,Burglary,Burglary,45.535564099,-122.621079403,7658655,688488,1/10/2023,1
4100 BLOCK OF S MACADAM AVE,23-2155,Property,South Portland,12/30/2022,1900,Burglary,Burglary,45.493498071,-122.672926044,7644962,673509,1/3/2023,1
4100 BLOCK OF SE 15TH AVE,23-22985,Property,Brooklyn,1/25/2023,0200,Motor Vehicle Theft,Motor Vehicle Theft,45.493026992,-122.650434057,7650723,673183,1/25/2023,1
4100 BLOCK OF SE 15TH AVE,23-26815,Property,Brooklyn,1/28/2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.493026992,-122.650434057,7650723,673183,1/29/2023,1
4100 BLOCK OF SE 27TH AVE,23-20952,Property,Creston-Kenilworth,1/23/2023,0729,Arson,Arson,45.493046613,-122.638657582,7653742,673110,1/23/2023,1
4100 BLOCK OF SE 28TH PL,23-901692,Property,Creston-Kenilworth,1/19/2023,1845,Fraud Offenses,Identity Theft,45.493042131,-122.636687396,7654247,673095,1/19/2023,1
4100 BLOCK OF SE 46TH AVE,23-47004,Property,Creston-Kenilworth,2/20/2023,1037,Motor Vehicle Theft,Motor Vehicle Theft,45.493312441,-122.614820605,7659855,673046,2/20/2023,1
4100 BLOCK OF SE 60TH AVE,23-9376,Property,Foster-Powell,1/10/2023,2011,Robbery,Robbery,45.492754612,-122.601715997,7663209,672755,1/10/2023,1
4100 BLOCK OF SE 60TH AVE,23-34956,Property,Foster-Powell,2/7/2023,0400,Burglary,Burglary,45.492754612,-122.601715997,7663209,672755,2/7/2023,1
4100 BLOCK OF SE 76TH AVE,23-19574,Property,Foster-Powell,1/7/2023,1200,Fraud Offenses,Identity Theft,45.492854328,-122.584805148,7667545,672679,1/21/2023,1
4100 BLOCK OF SE 79TH AVE,23-900337,Property,Foster-Powell,1/2/2023,2330,Larceny Offenses,Theft From Motor Vehicle,45.492718392,-122.582619538,7668104,672615,1/4/2023,1
4100 BLOCK OF SE 80TH AVE,23-10027,Property,Foster-Powell,1/9/2023,1258,Vandalism,Vandalism,45.492426152,-122.581032856,7668508,672498,1/11/2023,1
4100 BLOCK OF SE 80TH AVE,23-16333,Property,Foster-Powell,1/18/2023,0848,Vandalism,Vandalism,45.492426152,-122.581032856,7668508,672498,1/18/2023,1
4100 BLOCK OF SE 82ND AVE,23-3651,Property,Lents,1/4/2023,2100,Larceny Offenses,Theft From Building,45.492415995,-122.578715345,7669102,672479,1/4/2023,1
4100 BLOCK OF SE 82ND AVE,23-11173,Property,Lents,1/12/2023,1553,Larceny Offenses,Theft From Building,45.492415995,-122.578715345,7669102,672479,1/12/2023,1
4100 BLOCK OF SE 82ND AVE,23-53163,Property,Lents,2/27/2023,0840,Larceny Offenses,Theft From Motor Vehicle,45.492415995,-122.578715345,7669102,672479,2/27/2023,1
4100 BLOCK OF SE 82ND AVE,23-900616,Property,Lents,1/7/2023,1630,Larceny Offenses,Theft From Building,45.492415995,-122.578715345,7669102,672479,1/8/2023,1
4100 BLOCK OF SE 114TH AVE,23-40849,Property,Powellhurst-Gilbert,2/13/2023,1510,Fraud Offenses,Identity Theft,45.491973357,-122.545764226,7677545,672102,2/13/2023,1
4100 BLOCK OF SE 174TH AVE,23-13693,Property,Centennial,1/14/2023,2140,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.492725623,-122.484598685,7693232,671985,1/15/2023,1
4100 BLOCK OF SE BELMONT ST,23-19549,Property,Sunnyside,1/19/2023,1614,Motor Vehicle Theft,Motor Vehicle Theft,45.516614051,-122.619883732,7658780,681573,1/21/2023,1
4100 BLOCK OF SE DIVISION ST,23-901596,Property,Richmond,1/18/2023,1535,Larceny Offenses,Theft From Coin-Operated Machine or Device,45.504841747,-122.619553591,7658752,677280,1/19/2023,1
4100 BLOCK OF SE FLAVEL ST,23-900590,Property,Woodstock,1/7/2023,0235,Vandalism,Vandalism,45.469078923,-122.619966741,7658304,664248,1/7/2023,1
4100 BLOCK OF SE LINCOLN ST,23-900339,Property,Richmond,1/4/2023,2035,Vandalism,Vandalism,45.508101320,-122.619694750,7658747,678469,1/4/2023,1
4100 BLOCK OF SE POWELL BLVD,23-4101,Property,Richmond,1/5/2023,1004,Burglary,Burglary,45.497563926,-122.619348353,7658735,674626,1/5/2023,1
4100 BLOCK OF SE POWELL BLVD,23-17148,Property,Creston-Kenilworth,1/19/2023,0350,Vandalism,Vandalism,45.497476334,-122.619337282,7658737,674594,1/19/2023,1
4100 BLOCK OF SE RURAL ST,23-900545,Property,Woodstock,1/6/2023,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.471937589,-122.620276156,7658252,665292,1/6/2023,1
4100 BLOCK OF SE TAYLOR ST,23-11518,Property,Sunnyside,1/13/2023,0004,Motor Vehicle Theft,Motor Vehicle Theft,45.514966843,-122.619791020,7658788,680972,1/13/2023,1
4100 BLOCK OF SW 6TH AVENUE DR,23-12867,Property,Homestead,1/14/2023,1352,Burglary,Burglary,45.493577796,-122.684055067,7642110,673615,1/14/2023,1
4100 BLOCK OF SW VIEW POINT TER,23-902580,Property,Homestead,1/1/2023,0815,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.493543078,-122.677792445,7643715,673559,1/31/2023,1
4200 BLOCK OF N ALASKA ST,23-18552,Property,Portsmouth,1/19/2023,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.588129410,-122.710939039,7636162,708264,1/20/2023,1
4200 BLOCK OF N ALBINA AVE,23-46246,Property,Boise,2/19/2023,1139,Vandalism,Vandalism,45.554292267,-122.674519783,7645150,695678,2/19/2023,1
4200 BLOCK OF N HAIGHT AVE,23-901365,Property,Boise,1/15/2023,0830,Vandalism,Vandalism,45.554264359,-122.670043267,7646296,695637,1/17/2023,1
4200 BLOCK OF N KERBY AVE,23-902484,Property,Boise,1/30/2023,1750,Vandalism,Vandalism,45.554272292,-122.672238335,7645734,695655,2/1/2023,1
4200 BLOCK OF N MARYLAND AVE,23-15382,Property,Overlook,1/16/2023,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.554248324,-122.680895424,7643517,695706,1/17/2023,1
4200 BLOCK OF N MARYLAND AVE,23-40814,Property,Overlook,2/11/2023,0800,Motor Vehicle Theft,Motor Vehicle Theft,45.554248324,-122.680895424,7643517,695706,2/13/2023,1
4200 BLOCK OF N MARYLAND AVE,23-800004,Property,Overlook,11/28/2022,1152,Stolen Property Offenses,Stolen Property Offenses,45.554248324,-122.680895424,7643517,695706,1/3/2023,1
