"","Address","CaseNumber","CrimeAgainst","Neighborhood","OccurDate","OccurTime","OffenseCategory","OffenseType","OpenDataLat","OpenDataLon","OpenDataX","OpenDataY","ReportDate","OffenseCount"
"116","100 BLOCK OF NE 102ND AVE","22-226011","Property","Hazelwood","8/22/2022",819,"Burglary","Burglary",45.523440096,-122.558318177,7674619,683653,"8/22/2022",1
"117","100 BLOCK OF NE 102ND AVE","22-226145","Property","Hazelwood","8/19/2022",1500,"Burglary","Burglary",45.523440096,-122.558318177,7674619,683653,"8/22/2022",1
"118","100 BLOCK OF NE 102ND AVE","22-232505","Property","Hazelwood","8/29/2022",723,"Burglary","Burglary",45.523440096,-122.558318177,7674619,683653,"8/29/2022",1
"119","100 BLOCK OF NE 108TH AVE","22-314962","Property","Hazelwood","11/26/2022",1154,"Burglary","Burglary",45.5235694,-122.552316121,7676158,683661,"11/26/2022",1
"120","100 BLOCK OF NE 109TH AVE","22-330290","Property","Hazelwood","12/13/2022",2059,"Burglary","Burglary",45.523255993,-122.550661634,7676579,683536,"12/13/2022",1
"121","100 BLOCK OF NE 136TH AVE","22-215620","Property","Hazelwood","8/10/2022",1300,"Burglary","Burglary",45.523607501,-122.523560205,7683526,683489,"8/11/2022",1
"122","100 BLOCK OF NE GRAND AVE","22-174201","Property","Kerns","6/30/2022",130,"Burglary","Burglary",45.524001155,-122.660764051,7648377,684543,"6/30/2022",1
"123","100 BLOCK OF NE GRAND AVE","22-930571","Property","Kerns","11/1/2022",2210,"Burglary","Burglary",45.524001155,-122.660764051,7648377,684543,"11/2/2022",1
"124","100 BLOCK OF NE KNOTT ST","22-196256","Property","Eliot","6/6/2022",1300,"Burglary","Burglary",45.541842374,-122.663719525,7647794,691066,"7/22/2022",1
"125","100 BLOCK OF NE LAURELHURST PL","22-903883","Property","Laurelhurst","1/30/2022",200,"Burglary","Burglary",45.524308633,-122.625744727,7657352,684417,"2/10/2022",1
"126","100 BLOCK OF NE MARTIN LUTHER KING JR BLVD","22-291712","Property","Kerns","10/29/2022",430,"Burglary","Burglary",45.524006243,-122.661806394,7648110,684552,"10/31/2022",1
"127","100 BLOCK OF NE MARTIN LUTHER KING JR BLVD","22-291772","Property","Kerns","10/25/2022",1057,"Burglary","Burglary",45.524006243,-122.661806394,7648110,684552,"10/31/2022",1
"128","100 BLOCK OF NE MORGAN ST","22-148281","Property","Piedmont","6/3/2022",1642,"Burglary","Burglary",45.574476556,-122.664663498,7647871,702967,"6/3/2022",1
"129","100 BLOCK OF NE RUSSELL ST","22-54133","Property","Eliot","2/27/2022",411,"Burglary","Burglary",45.540879238,-122.663725757,7647783,690715,"2/27/2022",1
"130","100 BLOCK OF NE RUSSELL ST","22-289694","Property","Eliot","10/29/2022",440,"Burglary","Burglary",45.540879238,-122.663725757,7647783,690715,"10/29/2022",1
"131","100 BLOCK OF NE RUSSELL ST","22-309649","Property","Eliot","11/20/2022",639,"Burglary","Burglary",45.540879238,-122.663725757,7647783,690715,"11/20/2022",1
"132","100 BLOCK OF NE STANTON ST","22-285132","Property","Eliot","10/16/2022",446,"Burglary","Burglary",45.543779686,-122.663703576,7647817,691772,"10/24/2022",1
"133","100 BLOCK OF NW 4TH AVE","22-14202","Property","Old Town/Chinatown","1/16/2022",1015,"Burglary","Burglary",45.524169707,-122.674373119,7644892,684698,"1/16/2022",1
"134","100 BLOCK OF NW 4TH AVE","22-46919","Property","Old Town/Chinatown","2/19/2022",451,"Burglary","Burglary",45.524169707,-122.674373119,7644892,684698,"2/19/2022",1
"135","100 BLOCK OF NW 5TH AVE","22-118887","Property","Old Town/Chinatown","5/1/2022",0,"Burglary","Burglary",45.524148149,-122.67551203,7644600,684698,"5/5/2022",1
"136","100 BLOCK OF NW 10TH AVE","22-77998","Property","Pearl","3/22/2022",208,"Burglary","Burglary",45.524047973,-122.681085872,7643171,684700,"3/23/2022",1
"137","100 BLOCK OF NW 12TH AVE","22-156640","Property","Pearl","6/12/2022",1415,"Burglary","Burglary",45.52401257,-122.683239083,7642619,684702,"6/12/2022",1
"138","100 BLOCK OF NW 13TH AVE","22-283471","Property","Pearl","10/22/2022",1228,"Burglary","Burglary",45.523993223,-122.684257077,7642358,684702,"10/22/2022",1
"139","100 BLOCK OF NW 13TH AVE","22-303483","Property","Pearl","11/13/2022",1135,"Burglary","Burglary",45.523993223,-122.684257077,7642358,684702,"11/13/2022",1
